dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,16:55,12:20,671.0,27.416666666666668,"China Eastern, Ryanair",2 escalas,1363.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-14,10:25,23:30,760.0,21.083333333333332,Turkish Airlines,1 escala,1452.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,19:00,11:40,891.0,24.666666666666668,"Qatar Airways, Iberia",2 escalas,1583.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,18:30,12:45,666.0,26.25,"Cathay Pacifc, Ryanair",2 escalas,1358.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-16,20:30,19:55,544.0,55.416666666666664,Várias companhias aéreas,3 escalas,1236.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-14,12:35,22:15,1124.0,17.666666666666668,KLM,1 escala,1816.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,13:30,692.0,23.583333333333332,Várias companhias aéreas,2 escalas,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,17:15,12:45,668.0,27.5,"Cathay Pacifc, Ryanair",2 escalas,1360.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,20:30,17:35,699.0,29.083333333333332,"Egyptair, easyJet",2 escalas,1447.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-14,10:25,23:30,754.0,21.083333333333332,Turkish Airlines,1 escala,1502.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,19:00,11:40,900.0,24.666666666666668,"Qatar Airways, Iberia, Gerido por Iberia",2 escalas,1648.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,16:55,12:20,671.0,27.416666666666668,"China Eastern, Ryanair",2 escalas,1419.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-14,10:25,23:30,760.0,21.083333333333332,Turkish Airlines,1 escala,1508.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,19:00,11:40,891.0,24.666666666666668,"Qatar Airways, Iberia",2 escalas,1639.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,18:30,12:45,666.0,26.25,"Cathay Pacifc, Ryanair",2 escalas,1414.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-16,20:30,19:55,544.0,55.416666666666664,Várias companhias aéreas,3 escalas,1292.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-14,12:35,22:15,1124.0,17.666666666666668,KLM,1 escala,1872.0,10
,2025-10-11 00:00:00,OPO,NRT,2026-08-03,2026-08-04,05:55,08:55,748.0,19.0,Turkish Airlines,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-14,2026-08-15,17:15,12:45,668.0,27.5,"Cathay Pacifc, Ryanair",2 escalas,1416.0,10
